Attribute:PROVCODE,Attribute:MAINCODE,Attribute:BED,Attribute:NAME,Attribute:LON,Attribute:LAT,Attribute:TYPECODE,Attribute:TOTAL
31,3002,0,รพ.สต.บ้านยาง ตำบลบ้านยาง,14.86480203,102.8699577,3,
31,13839,0,รพ.สต.บ้านยางโป่งสะเดา  ตำบลตาจง,14.47045708,102.8863152,3,
31,3088,0,รพ.สต.บ้านยายแย้ม ตำบลยายแย้มวัฒนา,14.48239121,102.9306909,3,
31,2954,0,รพ.สต.บ้านราษฎร์รักแดน ตำบลหนองแวง,14.24641453,102.9350281,3,
31,3013,0,รพ.สต.บ้านร่อนทอง ตำบลร่อนทอง,15.18111533,103.2181295,3,
31,2967,1,รพ.สต.บ้านละลมพนู ตำบลไพศาล,14.67384314,103.2041649,3,
31,2982,0,รพ.สต.บ้านละหานทรายใหม่ ตำบลหินลาด,14.47900019,103.137331,3,
31,2905,0,รพ.สต.บ้านลำดวน ตำบลลำดวน,15.05940958,103.3847075,3,
31,3074,0,รพ.สต.บ้านลำนางรอง ตำบลลำนางรอง,14.18968929,102.6854754,3,
31,2943,0,รพ.สต.บ้านลุงขี้หนู ตำบลท่าโพธิ์ชัย,14.72433982,102.637157,3,
31,2886,0,รพ.สต.บ้านลุมปุ๊ก ตำบลลุมปุ๊ก,14.93039843,102.9595214,3,
31,3000,2,รพ.สต.บ้านว่านพัฒนา ตำบลโคกสะอาด,15.166768,102.9063976,3,
31,2953,0,รพ.สต.บ้านศรีทายาท ตำบลหนองแวง,14.28442965,102.9470444,3,
31,2920,0,รพ.สต.บ้านศรีภูมิ ตำบลศรีภูมิ,15.0153516,103.3510604,3,
31,3054,0,รพ.สต.บ้านสนวน ตำบลสนวน,14.93124949,103.1813451,3,
31,3022,0,รพ.สต.บ้านสนามชัย ตำบลสนามชัย,15.23223376,103.3437324,3,
31,2942,1,รพ.สต.บ้านสระขุด ตำบลทุ่งกระเต็น,14.67409454,102.6138737,3,
31,3021,0,รพ.สต.บ้านสระบัว ตำบลสระบัว,15.2377818,103.0920343,3,
31,2904,1,รพ.สต.บ้านสวนใหม่ ตำบลกระสัง,14.92189266,103.3377212,3,
31,2880,0,รพ.สต.บ้านสวายจีก ตำบลสวายจีก,14.90703159,103.1433245,3,
31,2888,0,รพ.สต.บ้านสวายสอ ตำบลบัวทอง,15.05294653,103.1579689,3,
31,2914,0,รพ.สต.บ้านสวายสอ ตำบลเมืองไผ่,14.98077646,103.2663479,3,
31,2907,0,รพ.สต.บ้านสองชั้น ตำบลสองชั้น,14.88753893,103.2278791,3,
31,13836,0,รพ.สต.บ้านสะแกซำ ตำบลสะแกซำ,14.88242741,103.1007816,3,
31,2948,1,รพ.สต.บ้านสันติสุข ตำบลสำโรงใหม่,14.31487299,102.8391096,3,
31,10217,0,รพ.สต.บ้านสายตรี 4 ใต้ ตำบลบึงเจริญ,14.3844866,103.0669846,3,
31,2980,0,รพ.สต.บ้านสายตะกู ตำบลสายตะกู,14.40914085,103.1938034,3,
31,2981,0,รพ.สต.บ้านสายโท 12 ใต้ ตำบลสายตะกู,14.38852238,103.2186985,3,
31,2984,0,รพ.สต.บ้านสายโท 5 ใต้ ตำบลจันทบเพชร,14.3854878,103.1553769,3,
31,3049,0,รพ.สต.บ้านสำโรง ตำบลสำโรง,14.76516713,103.097987,3,
31,2929,0,รพ.สต.บ้านสิงห์ ตำบลบ้านสิงห์,14.73931981,102.8162062,3,
31,2976,0,รพ.สต.บ้านสี่เหลี่ยม ตำบลสี่เหลี่ยม,14.75533684,103.0060101,3,
31,2993,0,รพ.สต.บ้านสี่เหลี่ยมเจริญ ตำบลแสลงพัน,14.98591621,102.9604184,3,
31,2909,0,รพ.สต.บ้านสูงเนิน ตำบลสูงเนิน,14.84023707,103.2480177,3,
31,2921,0,รพ.สต.บ้านหนองกก ตำบลสะเดา,14.58674566,102.7671165,3,
31,3073,0,รพ.สต.บ้านหนองกก ตำบลส้มป่อย,14.36177098,102.7650833,3,
31,2956,2,รพ.สต.บ้านหนองกราด  หนองตระครอง,14.36430699,102.7865946,3,
31,13847,0,รพ.สต.บ้านหนองการะโก ตำบลแคนดง,15.26257198,103.1233765,3,
31,2936,1,รพ.สต.บ้านหนองกี่ ตำบลหนองกี่,14.6789611,102.5391578,3,
31,2903,0,รพ.สต.บ้านหนองขมาร ตำบลหนองขมาร,15.35447372,103.0329693,3,
31,3001,0,รพ.สต.บ้านหนองครก ตำบลเมืองแฝก,15.13056824,102.9745475,3,
31,2991,0,รพ.สต.บ้านหนองจิก ตำบลหายโศก,15.54356489,102.9438472,3,
31,2884,0,รพ.สต.บ้านหนองตาด ตำบลหนองตาด,15.01934121,103.0249052,3,
31,3063,1,รพ.สต.บ้านหนองตาเปล่ง ตำบลช่อผกา,14.81844184,102.8060138,3,
31,2952,0,รพ.สต.บ้านหนองตาเยา ตำบลหนองแวง,14.29846165,102.9161308,3,
31,14275,0,รพ.สต.บ้านหนองตาไก้ ตำบลหนองกง,14.69525954,102.8914099,3,
31,2924,0,รพ.สต.บ้านหนองทองลิ่ม ตำบลหนองโบสถ์,14.60758334,102.6793912,3,
31,2945,4,รพ.สต.บ้านหนองทำนบ ตำบลบุกระสัง,14.72283185,102.513038,3,
31,3081,2,รพ.สต.บ้านหนองนา ตำบลโนนขวาง,15.17701605,103.1586385,3,
31,3027,0,รพ.สต.บ้านหนองน้ำขุ่น ตำบลหนองบัว,14.43315286,102.6712167,3,
31,2972,3,รพ.สต.บ้านหนองบอน ตำบลหนองบอน,14.552388,103.129374,3,
31,15224,2,รพ.สต.บ้านหนองบัว ตำบลดอนกอก,15.75855257,102.9371186,3,
31,3006,0,รพ.สต.บ้านหนองบัวโคก ตำบลหนองบัวโคก,15.00009862,102.9160237,3,
31,2997,0,รพ.สต.บ้านหนองผะองค์ ตำบลหนองกระทิง,14.99455971,102.7830461,3,
31,2906,2,รพ.สต.บ้านหนองพลวง ตำบลลำดวน,15.08526449,103.3916313,3,
31,13844,0,รพ.สต.บ้านหนองมะค่า ตำบลผไทรินทร์,14.92989888,102.7729583,3,
31,2992,0,รพ.สต.บ้านหนองมันปลา ตำบลหนองคู,15.0336157,102.8589644,3,
31,13843,1,รพ.สต.บ้านหนองม่วง ตำบลทะเมนชัย,15.05616027,102.9802277,3,
31,13837,0,รพ.สต.บ้านหนองยาง  ตำบลหนองโบสถ์,14.63432078,102.7421557,3,
31,2932,2,รพ.สต.บ้านหนองยาง ตำบลหนองยายพิมพ์,14.70131058,102.8313171,3,
31,2958,0,รพ.สต.บ้านหนองหมี ตำบลโคกว่าน,14.44647792,102.7883086,3,
31,3064,0,รพ.สต.บ้านหนองหว้า ตำบลละลวด,14.77330559,102.7610898,3,
31,2951,2,รพ.สต.บ้านหนองหว้า ตำบลหนองแวง,14.31454095,102.9000983,3,
31,3009,0,รพ.สต.บ้านหนองเกาะ ตำบลสตึก,15.27427278,103.3088636,3,
31,2879,0,รพ.สต.บ้านหนองเกียบ  ตำบลสะแกโพรง,14.90862546,103.0067182,3,
31,2911,0,รพ.สต.บ้านหนองเต็ง ตำบลหนองเต็ง,14.91485776,103.367388,3,
31,3070,0,รพ.สต.บ้านหนองเยือง ตำบลหนองเยือง,15.5588416,102.806282,3,
31,3075,0,รพ.สต.บ้านหนองเสม็ด ตำบลลำนางรอง,14.16193479,102.6628307,3,
31,3036,2,รพ.สต.บ้านหนองแวง ตำบลดอนกอก,15.78814897,102.9262374,3,
31,2950,0,รพ.สต.บ้านหนองแวง ตำบลหนองแวง,14.34910272,102.9203254,3,
31,3043,0,รพ.สต.บ้านหนองโคลน ตำบลสระทอง,14.88813879,102.6841353,3,
31,3008,0,รพ.สต.บ้านหนองโดน ตำบลหนองโดน,14.88736031,102.8359433,3,
31,2875,0,รพ.สต.บ้านหนองโพรง ตำบลอิสาณ,14.98982015,103.073602,3,
31,2927,0,รพ.สต.บ้านหนองไทร ตำบลหนองไทร,14.51830069,102.7660889,3,
31,2938,0,รพ.สต.บ้านหนองไผ่ ตำบลเมืองไผ่,14.75737254,102.6577462,3,
31,2979,0,รพ.สต.บ้านหนองไม้งาม ตำบลหนองไม้งาม,14.39279399,103.0020425,3,
31,2985,0,รพ.สต.บ้านหลัก ตำบลเขาดินเหนือ,14.53038691,103.179333,3,
31,3052,0,รพ.สต.บ้านหว้า ตำบลตาเสา,15.09688067,103.2791487,3,
31,2912,0,รพ.สต.บ้านหว้าใต้ ตำบลหนองเต็ง,14.87902941,103.3307922,3,
31,3035,3,รพ.สต.บ้านหัวช้าง ตำบลบ้านดู่,15.6883312,102.9839768,3,
31,2933,4,รพ.สต.บ้านหัวถนน ตำบลหัวถนน,14.64824827,102.6665843,3,
31,2876,0,รพ.สต.บ้านหัววัว ตำบลเสม็ด,14.84903642,103.0661966,3,
31,2898,0,รพ.สต.บ้านหินเหล็กไฟ ตำบลหินเหล็กไฟ,15.22688324,103.0522084,3,
31,3030,0,รพ.สต.บ้านหูทำนบ ตำบลหูทำนบ,14.37623949,102.733425,3,
31,3050,0,รพ.สต.บ้านห้วยราช ตำบลห้วยราช,14.96615419,103.1999129,3,
31,2918,2,รพ.สต.บ้านห้วยสำราญ ตำบลห้วยสำราญ,15.05851039,103.3481258,3,
31,13845,0,รพ.สต.บ้านเกตุใต้ ตำบลตะโก,14.93677074,103.224957,3,
31,2922,0,รพ.สต.บ้านเขว้า ตำบลสะเดา,14.58387394,102.7891246,3,
31,2970,0,รพ.สต.บ้านเขาคอก ตำบลเขาคอก,14.44696474,103.0260969,3,
31,3082,0,รพ.สต.บ้านเจริญสุข ตำบลเจริญสุข,14.55064698,102.8637252,3,
31,3029,0,รพ.สต.บ้านเทพพัฒนา ตำบลโคกมะม่วง,14.42894478,102.6275182,3,
31,3068,0,รพ.สต.บ้านเป้าพัฒนา ต.แดงใหญ่,15.58215607,102.8911136,3,
31,2917,0,รพ.สต.บ้านเพชร ตำบลบ้านปรือ,14.83968009,103.2916995,3,
31,2990,0,รพ.สต.บ้านเพียแก้ว ตำบลบ้านยาง,15.50500227,103.0556783,3,
31,3062,1,รพ.สต.บ้านเมืองยาง ตำบลเมืองยาง,14.78745908,102.8546745,3,
31,3011,0,รพ.สต.บ้านเมืองแก ตำบลเมืองแก,15.18733419,103.3247852,3,
31,3056,0,รพ.สต.บ้านเมืองโพธิ์ ตำบลเมืองโพธิ์ ,15.03859107,103.2724099,3,
31,2913,1,รพ.สต.บ้านเมืองไผ่ ตำบลเมืองไผ่,15.00402065,103.2998202,3,
31,3041,2,รพ.สต.บ้านเสาเดียว ตำบลเสาเดียว,14.92230218,102.6332052,3,
31,13846,0,รพ.สต.บ้านแก ตำบลหนองแวง,15.56169422,102.8924775,3,
31,2882,0,รพ.สต.บ้านแก่นเจริญ ตำบลพระครู,15.09744128,103.0426598,3,
31,2896,0,รพ.สต.บ้านแพ ตำบลบ้านแพ,15.37292572,103.0125959,3,
31,2989,0,รพ.สต.บ้านแวง ตำบลบ้านแวง,15.57005929,102.9740316,3,
31,2994,0,รพ.สต.บ้านแสลงพัน ตำบลแสลงพัน,15.02193189,102.9905542,3,
31,2959,0,รพ.สต.บ้านแสลงโทน ตำบลแสลงโทน,14.78028861,103.0570732,3,
31,2988,0,รพ.สต.บ้านแฮด ตำบลบ้านเป้า,15.62717494,102.8947225,3,
31,2889,0,รพ.สต.บ้านโกรกขี้หนู ตำบลชุมเห็ด,15.0377471,103.0842984,3,
31,2998,0,รพ.สต.บ้านโกรกประดู่ ตำบลโคกกลาง,14.93381473,102.8889422,3,
31,2892,0,รพ.สต.บ้านโคกกลาง ตำบลกลันทา,15.0834892,103.1213204,3,
31,2999,0,รพ.สต.บ้านโคกกลาง ตำบลโคกกลาง,14.96730288,102.8503577,3,
31,2900,0,รพ.สต.บ้านโคกก่อง ตำบลหินเหล็กไฟ,15.15172335,103.0391351,3,
31,3046,0,รพ.สต.บ้านโคกขมิ้น ตำบลโคกขมิ้น,14.77747459,103.2378868,3,
31,2891,0,รพ.สต.บ้านโคกตาล ตำบลสะแกซำ,14.89100303,103.0672165,3,
31,3085,0,รพ.สต.บ้านโคกตาหึงพัฒนา ตำบลอีสานเขต,14.66009337,102.930888,3,
31,2961,0,รพ.สต.บ้านโคกประเดียก ตำบลละเวี้ย,14.57292488,103.1888884,3,
31,2973,0,รพ.สต.บ้านโคกมะขาม ตำบลโคกมะขาม,14.61339144,103.113861,3,
31,2931,0,รพ.สต.บ้านโคกยาง ตำบลทรัพย์พระยา,14.52131059,102.6805997,3,
31,2965,0,รพ.สต.บ้านโคกย่าง ตำบลโคกย่าง,14.56715667,103.0274999,3,
31,2977,0,รพ.สต.บ้านโคกระเหย ตำบลปราสาท,14.37770741,103.1025502,3,
31,2974,0,รพ.สต.บ้านโคกรัง ตำบลโคกตูม,14.69631757,103.0143504,3,
31,3026,0,รพ.สต.บ้านโคกลอย ตำบลไทยเจริญ,14.47423386,102.6674217,3,
31,3004,0,รพ.สต.บ้านโคกล่าม ตำบลโคกล่าม,15.10512479,102.8381412,3,
31,2925,0,รพ.สต.บ้านโคกศรีพัฒนา ตำบลหนองกง,14.65829068,102.8891839,3,
31,3065,2,รพ.สต.บ้านโคกสนวน ตำบลโคกสนวน,14.75269708,102.8751,3,
31,3024,0,รพ.สต.บ้านโคกสว่าง  หัวฝาย,15.26438386,103.1909626,3,
31,2941,0,รพ.สต.บ้านโคกสว่าง ตำบลโคกสว่าง,14.79499117,102.5126723,3,
31,2964,1,รพ.สต.บ้านโคกสะอาด  ปังกู,14.52089006,103.0535321,3,
31,2940,0,รพ.สต.บ้านโคกสะอาด ตำบลดอนอะราง,14.64455803,102.5726036,3,
31,2955,0,รพ.สต.บ้านโคกสะอาด ตำบลหนองตะครอง,14.39750374,102.7937803,3,
31,2975,0,รพ.สต.บ้านโคกสัมพันธ์ ตำบลปะทัดบุ,14.58372549,102.9719008,3,
31,2944,0,รพ.สต.บ้านโคกสูง-คูขาด ตำบลโคกสูง,14.81425114,102.5616137,3,
31,3055,0,รพ.สต.บ้านโคกอรุณ ตำบลโคกเหล็ก,15.02445215,103.2122667,3,
31,3045,0,รพ.สต.บ้านโคกเจริญ ตำบลจันดุม,14.69530491,103.1680212,3,
31,2963,0,รพ.สต.บ้านโคกเมือง ตำบลจรเข้มาก,14.49769795,102.9805827,3,
31,2930,0,รพ.สต.บ้านโคกแร่ ตำบลลำไทรโยง,14.64098357,102.6946208,3,
31,13840,2,รพ.สต.บ้านโคกใหม่  ตำบลสำโรงใหม่,14.37997974,102.8342468,3,
31,2947,0,รพ.สต.บ้านโคกไม้แดง ตำบลสำโรงใหม่,14.34854379,102.8827089,3,
31,3031,0,รพ.สต.บ้านโคกไม้แดง ตำบลหูทำนบ,14.35248465,102.694035,3,
31,2895,0,รพ.สต.บ้านโจด ตำบลปะเคียบ,15.41464691,103.0597256,3,
31,3038,0,รพ.สต.บ้านโนนงิ้ว ตำบลห้วยหิน,14.88241493,102.6010811,3,
31,3005,0,รพ.สต.บ้านโนนตะครอง ตำบลหินโคน,15.04847318,102.807203,3,
31,2899,0,รพ.สต.บ้านโนนมาลัย ตำบลหินเหล็กไฟ,15.18251055,103.0949138,3,
31,2897,0,รพ.สต.บ้านโนนยานาง ตำบลพรสำราญ,15.18938889,103.0310177,3,
31,3018,0,รพ.สต.บ้านโนนสมบูรณ์ ตำบลชุมแสง,15.15470164,103.3752303,3,
31,2901,0,รพ.สต.บ้านโนนเจริญ ตำบลตูมใหญ่,15.20379143,103.1240058,3,
31,2978,0,รพ.สต.บ้านโนนเจริญ ตำบลโนนเจริญ,14.49113625,103.1874642,3,
31,3037,2,รพ.สต.บ้านโพธิ์เงิน ตำบลห้วยหิน,14.87193322,102.5572512,3,
31,3051,0,รพ.สต.บ้านใหม่ ตำบลสามแวง,15.00012719,103.2081363,3,
31,3025,0,รพ.สต.บ้านไทยเจริญ ตำบลไทยเจริญ,14.4530908,102.6908398,3,
31,2960,0,รพ.สต.บ้านไทร ตำบลบ้านไทร,14.69363818,103.0597353,3,
31,2915,1,รพ.สต.บ้านไม้แดง ตำบลชุมแสง,14.99305232,103.3758527,3,
31,3077,0,รพ.สต.ปราสาท ตำบลปราสาท,15.09428125,103.2050982,3,
31,3079,7,รพ.สต.ปลัดปุ๊ก ตำบลวังเหนือ,15.14561042,103.2116071,3,
31,2885,1,รพ.สต.ปีกฝาย  ตำบลหนองตาด,15.0374207,103.0423503,3,
31,3003,0,รพ.สต.ผไทรินทร์ ตำบลผไทรินทร์,14.92334305,102.7305433,3,
31,13841,2,รพ.สต.หงอนไก่ ตำบลหนองแวง,14.32547377,102.9274535,3,
31,2935,0,รพ.สต.หนองโสน ตำบลหนองโสน,14.71453595,102.9236911,3,
31,2893,7,รพ.สต.เฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี ,14.82532273,102.9963747,3,
31,3012,0,รพ.สต.เฉลิมพระเกียรติ 60 พรรษานวมินทราชินี บ้านหนองใหญ่ ,15.11388073,103.2815701,3,
31,3059,0,รพ.สต.โคกรัก ตำบลโกรกแก้ว,14.61421718,102.6346645,3,
31,2957,0,รพ.สต.โคกว่าน ตำบลโคกว่าน,14.46548146,102.8438625,3,
31,2949,0,รพ.สต.โคกหญ้าคา  ตำบลยายแย้มวัฒนา,14.51018651,102.9092012,3,
31,23920,0,รพ.สต.โนนดินแดง,14.29056387,102.7322745,3,
31,2971,2,รพ.สต.โนนสว่าง ตำบลเขาคอก,14.48686861,103.092461,3,
31,23767,0,ศูนย์ทันตกรรมลี้ลอยสสจ.บุรีรัมย์,14.99440927,103.1096741,8,
31,77608,0,ศูนย์สุขภาพชุมชนบ้านโคกหัวช้าง,14.991418,103.122585,8,
31,99986,0,ศูนย์สุขภาพชุมชนโรงพยาบาลบุรีรัมย์,15.006433,103.100288,8,
31,77670,0,ศูนย์แพทย์ชุมชนโรงพยาบาลบุรีรัมย์สาขา 4 (อบจ.เก่า),14.997307,103.119262,8,
31,10216,0,สถานบริการสาธารณสุขชุมชนบ้านสายตรี 16 ,14.35862992,102.9653883,3,
31,22787,0,สถานพยาบาลเรือนจำจังหวัดบุรีรัมย์,14.97269222,103.1099353,8,
31,22837,4,สถานพยาบาลเรือนจำอำเภอนางรอง,14.64603418,102.7659234,8,
31,27983,19,สถานพยาบาลเวชกรรมเรืองโรจน์การแพทย์,14.633352,102.808702,7,
31,19,0,สำนักงานสาธารณสุขจังหวัดบุรีรัมย์,14.99475344,103.1101786,1,
31,254,0,สำนักงานสาธารณสุขอำเภอกระสัง,14.92117517,103.3019087,2,
31,253,0,สำนักงานสาธารณสุขอำเภอคูเมือง,15.2672917,103.0014088,2,
31,269,0,สำนักงานสาธารณสุขอำเภอชำนิ,14.79215095,102.8195322,2,
31,255,0,สำนักงานสาธารณสุขอำเภอนางรอง,14.63792611,102.7930477,2,
31,264,0,สำนักงานสาธารณสุขอำเภอนาโพธิ์,15.64631479,102.9431808,2,
31,259,0,สำนักงานสาธารณสุขอำเภอบ้านกรวด,14.3952026,103.1057958,2,
31,272,0,สำนักงานสาธารณสุขอำเภอบ้านด่าน,15.10561888,103.1808171,2,
31,270,0,สำนักงานสาธารณสุขอำเภอบ้านใหม่ไชยพจน์,15.56982076,102.8332427,2,
31,258,0,สำนักงานสาธารณสุขอำเภอประโคนชัย,14.60459798,103.1218386,2,
31,263,0,สำนักงานสาธารณสุขอำเภอปะคำ,14.44508513,102.7179871,2,
31,266,0,สำนักงานสาธารณสุขอำเภอพลับพลาชัย,14.7288619,103.1533759,2,
31,260,0,สำนักงานสาธารณสุขอำเภอพุทไธสง,15.5432548,103.0024481,2,
31,257,0,สำนักงานสาธารณสุขอำเภอละหานทราย,14.40478509,102.8625991,2,
31,261,0,สำนักงานสาธารณสุขอำเภอลำปลายมาศ,15.01932832,102.830166,2,
31,262,0,สำนักงานสาธารณสุขอำเภอสตึก,15.27473852,103.2724312,2,
31,256,0,สำนักงานสาธารณสุขอำเภอหนองกี่,14.67944928,102.5391895,2,
31,265,0,สำนักงานสาธารณสุขอำเภอหนองหงส์,14.84541744,102.6866958,2,
31,267,0,สำนักงานสาธารณสุขอำเภอห้วยราช,14.97024209,103.1929493,2,
31,273,0,สำนักงานสาธารณสุขอำเภอเฉลิมพระเกียรติ,14.56669499,102.9046615,2,
31,252,0,สำนักงานสาธารณสุขอำเภอเมืองบุรีรัมย์,14.99137467,103.1228524,2,
31,14143,0,สำนักงานสาธารณสุขอำเภอแคนดง,15.32095791,103.1329874,2,
31,271,0,สำนักงานสาธารณสุขอำเภอโนนดินแดง,14.31294717,102.744087,2,
31,268,0,สำนักงานสาธารณสุขอำเภอโนนสุวรรณ,14.57727372,102.5983332,2,
31,12410,0,เทศบาลตำบลนางรอง,14.63482489,102.7823789,8,
31,12409,0,เทศบาลเมืองบุรีรัมย์,14.99729009,103.107674,8,
31,10896,84,โรงพยาบาลกระสัง,14.92122517,103.3009933,5,
31,10895,90,โรงพยาบาลคูเมือง,15.27213947,103.0029081,5,
31,11493,10,โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัติศึก,14.92430062,103.0818823,62,
31,10912,30,โรงพยาบาลชำนิ,14.79042941,102.8187793,5,
31,10897,377,โรงพยาบาลนางรอง,14.63445509,102.787528,4,
31,10907,30,โรงพยาบาลนาโพธิ์,15.66370257,102.9415894,5,
31,10667,887,โรงพยาบาลบุรีรัมย์,15.005686,103.102655,4,
31,10901,60,โรงพยาบาลบ้านกรวด,14.40696842,103.1056966,5,
31,28020,30,โรงพยาบาลบ้านด่าน,15.10915645,103.1756061,5,
31,10913,32,โรงพยาบาลบ้านใหม่ไชยพจน์,15.564579,102.8266891,5,
31,10900,90,โรงพยาบาลประโคนชัย,14.61002119,103.0829112,5,
31,10906,30,โรงพยาบาลปะคำ,14.45411934,102.7268457,5,
31,10909,30,โรงพยาบาลพลับพลาชัย,14.72890782,103.1534684,5,
31,10902,60,โรงพยาบาลพุทไธสง,15.54467089,103.0267435,5,
31,10899,90,โรงพยาบาลละหานทราย,14.40433333,102.8626034,5,
31,10904,178,โรงพยาบาลลำปลายมาศ,15.01468388,102.8329926,5,
31,10905,120,โรงพยาบาลสตึก,15.28955708,103.288079,5,
31,10898,70,โรงพยาบาลหนองกี่,14.6864391,102.5355382,5,
31,10908,30,โรงพยาบาลหนองหงส์,14.85043422,102.6925564,5,
31,10910,30,โรงพยาบาลห้วยราช,14.97337202,103.1926757,5,
31,11619,30,โรงพยาบาลเฉลิมพระเกียรติ,14.55625326,102.9280329,5,
31,11907,90,โรงพยาบาลเอกชนบุรีรัมย์,15.00436517,103.1119257,7,
31,23578,30,โรงพยาบาลแคนดง,15.31744626,103.1119193,5,
31,10914,30,โรงพยาบาลโนนดินแดง,14.3076673,102.7341794,5,
31,10911,30,โรงพยาบาลโนนสุวรรณ,14.55733615,102.6002651,5,
32,3255,0,รพ.สต. ตำบลจรัส,14.4311428,103.9620342,3,
32,3141,0,รพ.สต.ตำบลกระหาด,15.15048592,103.5399195,3,
32,3244,0,รพ.สต.ตำบลกระออม,15.11010904,103.9619977,3,
32,3229,0,รพ.สต.ตำบลกระเทียม,14.59139074,103.6823558,3,
32,3121,0,รพ.สต.ตำบลกระเบื้อง,15.34356471,103.2915697,3,
32,3123,0,รพ.สต.ตำบลกระโพ,15.24134992,103.5253984,3,
32,3165,0,รพ.สต.ตำบลกันตรวจระมวล,14.60963164,103.552624,3,
32,3110,0,รพ.สต.ตำบลกาเกาะ,15.12598438,103.4678667,3,
32,3194,0,รพ.สต.ตำบลกุดขาคีม,15.3851291,103.8310576,3,
32,3219,0,รพ.สต.ตำบลกุดหวาย,14.90655244,103.8934533,3,
32,3220,0,รพ.สต.ตำบลขวาวใหญ่,15.00144205,103.7615758,3,
32,3225,0,รพ.สต.ตำบลขอนแตก,14.70473128,103.9133677,3,
32,3100,0,รพ.สต.ตำบลคอโค,14.88991012,103.4383761,3,
32,14878,0,รพ.สต.ตำบลคาละแมะ,15.07710401,103.7990029,3,
32,3197,3,รพ.สต.ตำบลคำผง,15.20529229,103.9567949,3,
32,3169,0,รพ.สต.ตำบลคูตัน,14.53547008,103.6407714,3,
32,3209,0,รพ.สต.ตำบลจารพัต,14.87179406,103.7260897,3,
32,3264,0,รพ.สต.ตำบลจีกแดก,14.48382486,103.3012097,3,
32,3147,0,รพ.สต.ตำบลชุมแสง,15.17428759,103.5158202,3,
32,3218,0,รพ.สต.ตำบลช่างปี่,14.92990811,103.7212391,3,
32,3266,0,รพ.สต.ตำบลณรงค์,14.74112354,103.8675317,3,
32,3226,0,รพ.สต.ตำบลดม,14.55984341,103.8764999,3,
32,3170,0,รพ.สต.ตำบลด่าน,14.45432017,103.6847534,3,
32,3222,0,รพ.สต.ตำบลตรมไพร,14.85411355,103.7862944,3,
32,3268,2,รพ.สต.ตำบลตรวจ,14.80115466,103.8361591,3,
32,3242,0,รพ.สต.ตำบลตระเปียงเตีย,14.74703998,103.7693058,3,
32,3108,0,รพ.สต.ตำบลตระแสง,14.84515053,103.4052562,3,
32,3241,0,รพ.สต.ตำบลตรำดม,14.75704121,103.6989669,3,
32,3208,2,รพ.สต.ตำบลตรึม,15.03839516,103.8600434,3,
32,3175,0,รพ.สต.ตำบลตะเคียน,14.48325829,103.6375831,3,
32,3089,0,รพ.สต.ตำบลตั้งใจ,15.07570799,103.5364866,3,
32,3274,0,รพ.สต.ตำบลตากูก,15.02216985,103.6474221,3,
32,3234,0,รพ.สต.ตำบลตาคง,14.66236657,103.9867591,3,
32,3232,0,รพ.สต.ตำบลตาตุม,14.56061408,103.8057816,3,
32,3163,0,รพ.สต.ตำบลตานี,14.61848154,103.253288,3,
32,3257,0,รพ.สต.ตำบลตาวัง,14.59808636,104.0090276,3,
32,3095,0,รพ.สต.ตำบลตาอ็อง,14.77368927,103.5687104,3,
32,3153,0,รพ.สต.ตำบลตาเบา,14.62104559,103.4660617,3,
32,3265,0,รพ.สต.ตำบลตาเมียง,14.43145665,103.2649961,3,
32,3149,0,รพ.สต.ตำบลทมอ,14.74618573,103.4825387,3,
32,3233,0,รพ.สต.ตำบลทับทัน,14.68996474,103.7901121,3,
32,3196,0,รพ.สต.ตำบลทับใหญ่,15.4105157,103.874355,3,
32,3138,0,รพ.สต.ตำบลทุ่งกุลา,15.44806065,103.6456203,3,
32,3152,0,รพ.สต.ตำบลทุ่งมน,14.70305473,103.3053022,3,
32,3093,0,รพ.สต.ตำบลท่าสว่าง,14.99067436,103.4656819,3,
32,3176,0,รพ.สต.ตำบลธาตุ,15.31163594,103.9338791,3,
32,3099,0,รพ.สต.ตำบลนอกเมือง,14.83407751,103.4991081,3,
32,3091,0,รพ.สต.ตำบลนาดี,15.01408029,103.5047722,3,
32,3104,0,รพ.สต.ตำบลนาบัว,14.7906884,103.426705,3,
32,3221,0,รพ.สต.ตำบลนารุ่ง,14.99131812,103.828265,3,
32,3112,0,รพ.สต.ตำบลนาหนองไผ่,15.32309817,103.5104348,3,
32,3193,0,รพ.สต.ตำบลน้ำเขียว,15.31373648,103.8007646,3,
32,3131,2,รพ.สต.ตำบลบะ,15.21584797,103.5616337,3,
32,3136,0,รพ.สต.ตำบลบัวโคก,15.25057044,103.720679,3,
32,3273,0,รพ.สต.ตำบลบึง,15.06332454,103.6085868,3,
32,3107,0,รพ.สต.ตำบลบุฤาษี,14.91848694,103.6178517,3,
32,3143,0,รพ.สต.ตำบลบุแกรง,15.0905368,103.6944938,3,
32,3228,3,รพ.สต.ตำบลบ้านจารย์,14.55907512,103.7348455,3,
32,3235,0,รพ.สต.ตำบลบ้านซบ,14.57070285,103.8998074,3,
32,13852,0,รพ.สต.ตำบลบ้านผือ,15.12246251,103.6897393,3,
